id,company_rating,company_location,total_fleet_count,iata_approved
35224,"",Mauritania,2.0,true
36266,"",Netherlands,2.0,false
22133,"","",2.0,false
35570,"","",1.0,false
46655,"",United Kingdom,1.0,false
31317,"",Montserrat,1.0,false
45914,1.0,Zimbabwe,1.0,true
9852,1.0,Maldives,11.0,false
11213,1.0,Svalbard & Jan Mayen Islands,2.0,true
9152,0.5,Nicaragua,1.0,false
23218,"",China,1.0,true
26367,"",France,1.0,true
14707,"","",2.0,false
16589,1.0,Niue,1.0,false
44966,1.0,Guinea,21.0,false
26461,"",Monaco,1.0,false
12176,0.5,"",1.0,true
24699,0.8,Barbados,2.0,true
16725,1.0,Turkmenistan,3.0,true
33925,"","",1.0,false
47293,1.0,"",3.0,false
10260,"",Indonesia,1.0,true
33372,1.0,Guinea,22.0,true
22273,1.0,"",2.0,false
6084,1.0,"",1.0,false
39374,1.0,Gibraltar,1.0,true
44864,"",Malta,3.0,true
18811,0.7,"",2.0,false
37887,"","",1.0,false
48014,1.0,"",2.0,false
26470,1.0,Brunei Darussalam,1.0,false
21627,"",Niue,1.0,false
3516,"","",1.0,false
20446,1.0,Denmark,1.0,false
296,"","",1.0,false
47121,0.9,"",3.0,false
25519,1.0,Slovakia (Slovak Republic),9.0,true
23136,"",Afghanistan,2.0,true
47121,0.9,"",3.0,false
15219,"",Guinea,1.0,true
23742,"","",1.0,true
47121,0.9,"",3.0,false
33094,1.0,El Salvador,1.0,true
783,1.0,Svalbard & Jan Mayen Islands,12.0,true
24280,1.0,"",2.0,false
43296,"",Faroe Islands,1.0,true
41743,"","",1.0,false
15213,"",Falkland Islands (Malvinas),2.0,false
22917,1.0,Gambia,1.0,false
13974,"",Russian Federation,2.0,false
48497,"",Tonga,1.0,false
40983,1.0,Chad,4.0,false
38665,"",Djibouti,4.0,false
46376,1.0,"",1.0,false
38210,"","",1.0,true
22794,0.5,Cape Verde,36.0,true
22794,0.5,Cape Verde,36.0,true
22794,0.5,Cape Verde,36.0,true
39109,0.77,Ukraine,24.0,true
36856,1.0,"",7.0,false
28394,"",Senegal,2.0,false
18637,"","",2.0,false
34143,1.0,Gambia,1.0,true
22794,0.5,Cape Verde,36.0,true
29454,1.0,Guinea,1.0,false
20334,0.99,Niger,171.0,true
44934,1.0,Philippines,17.0,false
11030,1.0,Guinea,1.0,false
35304,1.0,Tonga,12.0,true
18637,"","",2.0,false
48622,0.6,"",1.0,true
39794,"","",1.0,true
17029,"",Kenya,1.0,true
36856,1.0,"",7.0,false
5286,0.7,Brazil,2.0,false
37127,1.0,Guinea,3.0,false
19494,"",Sao Tome and Principe,3.0,true
42768,0.5,Marshall Islands,1.0,false
20640,"",Slovakia (Slovak Republic),1.0,true
12230,0.9,Guinea,3.0,false
40948,0.9,"",1.0,false
1167,"",Guinea,1.0,true
17096,"",Somalia,1.0,true
1319,"","",1.0,true
21471,1.0,Isle of Man,2.0,false
11435,1.0,"",2.0,true
191,"","",1.0,true
11316,1.0,Uzbekistan,4.0,true
48261,"",Kenya,1.0,false
28129,"",China,2.0,false
27517,0.8,Nicaragua,3.0,false
17401,1.0,Russian Federation,4.0,false
31350,"",Uruguay,1.0,true
7362,"",French Guiana,1.0,true
29647,1.0,Peru,1305.0,false
25193,0.0,"",2.0,true
16387,1.0,Uganda,3.0,false
25853,"",Malawi,1.0,false
29647,1.0,Peru,1305.0,false
40953,1.0,Cocos (Keeling) Islands,1.0,false
13753,1.0,"",2.0,false
15004,1.0,Uzbekistan,88.0,false
20069,1.0,Monaco,3.0,false
15004,1.0,Uzbekistan,88.0,false
29578,1.0,Chile,2.0,false
43682,"","",1.0,false
45821,1.0,Nicaragua,1.0,true
38900,0.0,Uzbekistan,1.0,false
35505,"",Peru,1.0,true
26536,"",Denmark,1.0,false
35898,0.33,Niue,3.0,true
37087,"","",1.0,false
43953,"","",2.0,false
23566,"",Denmark,1.0,false
43953,"","",2.0,false
956,1.0,Nicaragua,3.0,true
8922,1.0,Turks and Caicos Islands,2.0,true
35125,"",Kenya,2.0,true
46711,"",Uzbekistan,1.0,false
49310,"",Niue,1.0,false
7061,1.0,France,1.0,false
4322,0.97,Tonga,32.0,false
47561,"",Russian Federation,1.0,false
1356,"",Senegal,2.0,false
24244,"",Solomon Islands,1.0,false
28828,1.0,Isle of Man,198.0,true
18882,0.5,"",1.0,false
13976,0.75,Guinea,1.0,false
34349,0.5,"",1.0,false
14436,1.0,Reunion,1.0,false
5939,"",Nauru,1.0,false
47566,0.64,"",5.0,false
19986,"",Montserrat,1.0,false
48740,"",Chile,1.0,false
41262,"",Jersey,1.0,false
5327,1.0,Togo,5.0,true
17394,0.0,Nicaragua,49.0,false
13199,0.0,Denmark,1.0,false
27152,1.0,Kenya,4.0,false
14432,1.0,Guinea,2.0,true
27836,1.0,Niger,1.0,false
39281,0.0,France,1.0,false
7358,1.0,French Polynesia,3.0,false
32318,0.5,Canada,3.0,false
7354,1.0,Cape Verde,1.0,false
30111,"","",1.0,false
30710,"",Russian Federation,1.0,false
16062,1.0,Brazil,2.0,false
8062,"",Estonia,1.0,false
14915,"",Cocos (Keeling) Islands,1.0,false
28828,1.0,Isle of Man,198.0,true
14056,"",Chile,1.0,true
29649,0.7,Congo,1.0,false
28467,1.0,Faroe Islands,3.0,true
18766,"",Chad,2.0,true
18623,1.0,"",2.0,false
47487,0.9,"",3.0,false
29647,1.0,Peru,1305.0,false
4133,0.9,Maldives,6.0,false
37639,1.0,Nauru,11.0,false
45812,"","",1.0,false
33991,"","",2.0,false
29647,1.0,Peru,1305.0,false
47566,0.64,"",5.0,false
48503,0.9,Sao Tome and Principe,5.0,true
29647,1.0,Peru,1305.0,false
13583,1.0,"",1.0,true
8383,"",Chad,1.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
29647,1.0,Peru,1305.0,false
24315,"","",1.0,false
20316,"",Isle of Man,1.0,true
12124,"",Brazil,2.0,false
12042,1.0,"",1.0,false
3218,1.0,Zimbabwe,6.0,false
24576,"",Russian Federation,1.0,false
10607,"",Niue,1.0,false
11784,1.0,Gambia,1.0,false
44223,"",Micronesia,1.0,true
4785,1.0,"",1.0,false
40696,1.0,"",1.0,true
30024,"",Jersey,1.0,false
9303,"","",1.0,false
29647,1.0,Peru,1305.0,false
35305,1.0,"",2.0,false
23984,"","",1.0,true
29647,1.0,Peru,1305.0,false
10004,0.9,Marshall Islands,3.0,true
34403,"","",1.0,false
100,"","",4.0,false
46625,"",Holy See (Vatican City State),1.0,false
8787,"",Micronesia,5.0,false
36125,"","",1.0,false
48289,"",Tonga,1.0,false
9363,0.95,Ukraine,50.0,false
36956,1.0,Venezuela,1.0,true
38622,"","",1.0,false
27413,1.0,"",1.0,true
28772,1.0,Niger,15.0,true
28772,1.0,Niger,15.0,true
28772,1.0,Niger,15.0,true
17415,"","",1.0,false
14707,"","",2.0,false
10434,1.0,United Kingdom,4.0,false
20608,1.0,Uzbekistan,1.0,true
45286,"","",1.0,false
33918,"",Marshall Islands,1.0,false
28772,1.0,Niger,15.0,true
29259,"","",1.0,false
34681,1.0,"",1.0,false
14342,"",Papua New Guinea,2.0,true
17027,"",French Guiana,1.0,false
10918,1.0,Isle of Man,1.0,true
31012,1.0,Saint Helena,1.0,true
5945,"",French Guiana,1.0,true
530,1.0,Lithuania,2.0,true
32472,"","",1.0,false
47018,0.0,"",1.0,false
12833,1.0,Uzbekistan,3.0,true
25573,"",Reunion,1.0,false
21364,"","",1.0,true
20789,0.98,Sao Tome and Principe,13.0,false
33384,"",Micronesia,1.0,false
6323,1.0,"",2.0,false
28465,"",United Kingdom,1.0,false
43179,"",Vanuatu,1.0,false
1432,0.67,"",1.0,false
21050,1.0,"",1.0,false
16296,"",Vanuatu,1.0,false
34294,1.0,Ghana,4.0,false
35641,"",Netherlands,15.0,true
18245,"",Australia,1.0,false
48519,"",Isle of Man,1.0,true
33631,"",Chad,1.0,true
49573,"",Mexico,1.0,true
49825,1.0,Pakistan,7.0,true
6894,0.8,Estonia,47.0,true
5057,1.0,Zimbabwe,23.0,true
24099,"",France,4.0,false
29647,1.0,Peru,1305.0,false
24839,1.0,Mauritania,2.0,true
43676,"",Djibouti,1.0,false
21743,"",Papua New Guinea,1.0,false
33748,0.3,Uzbekistan,3.0,true
10711,0.93,Uganda,108.0,true
48066,0.8,Papua New Guinea,1.0,false
42348,1.0,Gambia,2.0,false
45965,1.0,Estonia,8.0,false
30687,"","",1.0,false
37646,1.0,Estonia,60.0,false
40005,"",Nicaragua,1.0,true
18082,1.0,Chad,1.0,true
15273,1.0,"",2.0,false
28828,1.0,Isle of Man,198.0,true
48409,"",Estonia,60.0,true
6767,"","",3.0,false
17031,0.8,Reunion,7.0,true
41237,1.0,Lebanon,1.0,false
558,"","",1.0,false
10206,1.0,"",6.0,true
47091,0.9,United Kingdom,3.0,false
8457,0.5,Niue,1.0,false
19189,"","",1.0,false
22794,0.5,Cape Verde,36.0,true
29650,1.0,France,1.0,false
36302,1.0,Vanuatu,1.0,false
23074,"",French Guiana,1.0,false
20334,0.99,Niger,171.0,true
43767,1.0,"",1.0,false
44700,"",Lebanon,1.0,false
19067,1.0,Puerto Rico,2.0,false
4110,"","",3.0,false
40200,"","",1.0,true
4110,"","",3.0,false
22872,"","",1.0,false
38226,"","",1.0,true
15279,"",Afghanistan,22.0,true
18974,"","",1.0,false
42302,0.5,"",1.0,false
34480,1.0,"",1.0,false
32005,"","",1.0,true
6460,1.0,"",1.0,false
36051,"","",1.0,false
49197,0.9,"",3.0,false
49304,"","",1.0,true
41313,1.0,Denmark,10.0,true
70,0.67,Cuba,1.0,false
15310,1.0,Turks and Caicos Islands,1.0,false
41088,"","",1.0,false
10434,1.0,United Kingdom,4.0,false
37889,"","",1.0,true
40851,"","",1.0,false
43550,1.0,Rwanda,16.0,true
9654,"","",1.0,true
36211,"",Bosnia and Herzegovina,1.0,false
14530,"",Marshall Islands,1.0,true
7787,0.71,"",2.0,false
9425,1.0,"",2.0,false
29412,"","",2.0,true
47625,"",Niue,1.0,false
4867,"",Gambia,1.0,false
3802,"",Monaco,1.0,false
26056,"",Kiribati,1.0,false
3020,1.0,"",1.0,false
2153,"",Uzbekistan,1.0,false
3237,1.0,Turkmenistan,2.0,true
30216,0.98,Maldives,34.0,false
22331,0.99,Rwanda,50.0,true
29647,1.0,Peru,1305.0,false
10889,1.0,Marshall Islands,2.0,true
33452,1.0,Guinea,3.0,false
29647,1.0,Peru,1305.0,false
12900,"",Cocos (Keeling) Islands,1.0,true
10194,0.0,"",1.0,false
39173,"",Lebanon,2.0,true
29647,1.0,Peru,1305.0,false
35216,0.5,Marshall Islands,1.0,true
21871,"",Kenya,2.0,false
38876,0.0,"",3.0,true
1313,"",Vanuatu,1.0,false
36533,"",Kenya,1.0,false
29647,1.0,Peru,1305.0,false
9202,1.0,"",1.0,false
2692,"",Sao Tome and Principe,1.0,true
29647,1.0,Peru,1305.0,false
27907,1.0,Puerto Rico,21.0,false
18064,"",Isle of Man,1.0,false
24016,1.0,Bosnia and Herzegovina,29.0,false
27479,"","",1.0,false
29647,1.0,Peru,1305.0,false
38045,0.97,Uzbekistan,7.0,false
16344,1.0,Nicaragua,1.0,false
10504,"","",1.0,false
29647,1.0,Peru,1305.0,false
12543,"",Uzbekistan,3.0,true
29647,1.0,Peru,1305.0,false
1290,1.0,"",1.0,true
13592,"",United Kingdom,1.0,false
30708,1.0,Australia,5.0,false
44019,0.6,Maldives,1.0,true
16358,1.0,"",1.0,false
40677,"","",3.0,false
12993,1.0,Montserrat,3.0,true
32636,"",Gibraltar,2.0,false
48063,"",Rwanda,1.0,false
40531,0.8,Niue,1.0,false
19366,"",Kiribati,1.0,false
36316,"",United Kingdom,2.0,false
21718,"","",2.0,false
23270,1.0,Indonesia,4.0,false
2898,"",Saint Helena,1.0,true
30899,"",Reunion,8.0,false
524,1.0,Croatia,1.0,false
1857,"","",2.0,true
15647,1.0,Bosnia and Herzegovina,2.0,true
5782,"",Malta,1.0,false
20788,"","",1.0,false
9293,1.0,Puerto Rico,2.0,false
44186,"",Guinea,1.0,false
11183,"",Svalbard & Jan Mayen Islands,2.0,false
22331,0.99,Rwanda,50.0,true
38737,"",Uzbekistan,2.0,true
41313,1.0,Denmark,10.0,true
28077,"","",1.0,false
40034,0.9,Uganda,1.0,true
15641,"",Tonga,2.0,true
9692,1.0,"",2.0,false
33108,1.0,Costa Rica,3.0,false
9293,1.0,Puerto Rico,2.0,false
44020,1.0,"",2.0,true
835,"",Russian Federation,1.0,false
16360,"","",2.0,false
29574,"","",1.0,false
12834,"",Malawi,1.0,true
49338,"","",1.0,false
20680,0.83,Russian Federation,3.0,true
6118,"",Denmark,3.0,false
38178,"",Lebanon,1.0,false
44519,"",Cocos (Keeling) Islands,1.0,false
31169,"",Niue,1.0,false
30116,1.0,Nicaragua,2.0,false
41077,0.71,Nauru,2.0,false
5694,"",France,1.0,true
20811,"",Lithuania,1.0,false
20810,"","",1.0,false
40708,"","",1.0,true
26541,1.0,Nicaragua,12.0,false
36998,0.92,Lebanon,10.0,false
10123,0.0,"",1.0,false
45772,1.0,Denmark,3.0,false
12164,1.0,Nicaragua,8.0,false
26541,1.0,Nicaragua,12.0,false
9428,1.0,"",1.0,false
5462,"",Togo,1.0,false
14972,1.0,"",1.0,false
16490,0.67,"",1.0,true
36525,"",Marshall Islands,2.0,false
25247,"","",1.0,false
18262,1.0,Netherlands,1.0,false
29976,1.0,"",3.0,false
26916,1.0,French Guiana,1.0,false
13389,"","",1.0,false
6432,1.0,"",2.0,true
16751,"","",1.0,false
44676,1.0,Venezuela,1.0,true
46123,1.0,Tunisia,1.0,true
39174,"",Mauritania,1.0,false
10229,0.86,Isle of Man,2.0,true
20267,"",Faroe Islands,1.0,true
15004,1.0,Uzbekistan,88.0,false
29647,1.0,Peru,1305.0,false
3946,0.96,Anguilla,4.0,true
27965,1.0,Faroe Islands,3.0,false
21270,1.0,Jersey,1.0,true
34875,0.8,Svalbard & Jan Mayen Islands,1.0,false
940,0.0,"",1.0,false
46620,"","",1.0,true
12715,1.0,Estonia,29.0,false
17297,"",Guinea,1.0,false
5205,"",Slovakia (Slovak Republic),6.0,true
28046,1.0,Cape Verde,5.0,false
44157,"",Rwanda,6.0,true
48737,"",Russian Federation,1.0,false
45772,1.0,Denmark,3.0,false
16074,1.0,Faroe Islands,1.0,true
4541,"",Chad,1.0,false
31698,"",Ghana,3.0,false
40586,1.0,Uzbekistan,1.0,true
5290,"","",1.0,false
8380,"",Niue,1.0,true
21052,"","",1.0,false
46535,0.5,"",1.0,false
31226,1.0,"",1.0,false
4135,"",France,1.0,false
45174,"","",1.0,false
45266,1.0,Guernsey,1.0,false
3324,"",Costa Rica,1.0,false
1782,"","",2.0,false
41313,1.0,Denmark,10.0,true
4628,"","",1.0,true
45364,"",Maldives,1.0,false
26022,1.0,Russian Federation,1.0,false
39248,0.97,Cuba,5.0,false
27617,"",Indonesia,1.0,true
5624,"",French Guiana,1.0,true
6852,"",Costa Rica,1.0,false
49219,"","",2.0,true
10419,"",Niue,1.0,false
48768,"","",2.0,true
14794,1.0,"",1.0,false
26522,"",Togo,1.0,false
32342,"",Uzbekistan,1.0,false
17528,1.0,Turkmenistan,1.0,true
48929,1.0,Niue,4.0,false
20567,"",Ecuador,1.0,false
19679,"","",1.0,false
2449,"",French Guiana,1.0,false
28828,1.0,Isle of Man,198.0,true
46249,"",Lebanon,2.0,true
42956,1.0,Malta,1.0,false
19803,0.75,Guinea,2.0,false
5302,1.0,Nicaragua,6.0,false
6894,0.8,Estonia,47.0,true
31507,0.67,"",2.0,true
34355,"","",2.0,true
29499,"",Uzbekistan,1.0,true
5302,1.0,Nicaragua,6.0,false
12938,0.92,Reunion,12.0,false
5302,1.0,Nicaragua,6.0,false
12563,"","",1.0,true
36240,1.0,"",1.0,false
5942,"",Russian Federation,1.0,true
9565,"","",1.0,false
42873,"",Isle of Man,1.0,false
15641,"",Tonga,2.0,true
38822,1.0,French Guiana,2.0,true
34325,1.0,Gibraltar,1.0,true
23253,0.5,Puerto Rico,1.0,true
22165,"",Russian Federation,3.0,true
10223,"",United Kingdom,1.0,false
40721,"",El Salvador,1.0,false
26434,1.0,Tonga,1.0,false
32567,"",France,1.0,false
44091,1.0,Chile,2.0,false
8582,0.0,"",1.0,true
46249,"",Lebanon,2.0,true
6513,"",El Salvador,1.0,false
23721,"","",1.0,false
34554,"","",1.0,true
24109,"",Afghanistan,1.0,true
24699,0.8,Barbados,2.0,true
13851,"",Chad,1.0,true
31122,"",El Salvador,1.0,true
35687,"",Djibouti,1.0,true
8925,"",Malawi,1.0,false
5581,1.0,Rwanda,1.0,false
937,1.0,French Guiana,3.0,false
42271,"",Jersey,1.0,false
35301,0.9,Micronesia,2.0,true
937,1.0,French Guiana,3.0,false
17543,0.9,"",4.0,false
24770,"","",1.0,false
35700,0.75,Turks and Caicos Islands,1.0,false
41557,1.0,Niger,2.0,false
17599,0.5,Somalia,1.0,true
22362,"","",1.0,false
30517,1.0,"",1.0,true
43128,1.0,Anguilla,1.0,true
14454,"",Guernsey,2.0,false
23658,"",Zimbabwe,1.0,false
23564,"",Turks and Caicos Islands,1.0,false
21447,"",Lebanon,1.0,false
29963,"",France,1.0,false
36511,1.0,Fiji,1.0,false
35110,0.9,Jersey,1.0,true
34589,1.0,Togo,1.0,false
7601,"",Kenya,1.0,false
12002,1.0,Monaco,1.0,false
42728,"",Malta,1.0,false
18369,1.0,"",1.0,false
47093,"",Marshall Islands,1.0,false
42936,"",Canada,1.0,true
3334,"",Indonesia,2.0,true
44199,1.0,Chad,1.0,true
39653,"",Russian Federation,1.0,false
9357,1.0,"",1.0,false
10812,0.5,"",1.0,true
31140,1.0,"",1.0,true
23033,1.0,"",1.0,true
44295,1.0,Djibouti,1.0,false
25881,"",China,2.0,false
21703,0.91,Palestinian Territory,1.0,true
31821,1.0,Lithuania,1.0,true
38874,"",Mexico,1.0,false
35678,"",Gambia,1.0,true
6998,0.8,Malawi,2.0,true
27019,1.0,Gambia,1.0,false
41766,"",Tonga,1.0,false
46287,"","",1.0,true
17526,"","",1.0,false
5928,"",Niue,6.0,true
34528,"",France,1.0,false
34032,"","",1.0,false
40777,1.0,"",1.0,false
13669,1.0,Philippines,1.0,true
2023,"",Russian Federation,1.0,true
14339,0.99,Jersey,5.0,false
34812,"",Estonia,1.0,true
21903,"",Mauritania,1.0,true
29389,1.0,"",1.0,false
48581,"",Montserrat,8.0,true
22523,1.0,Rwanda,9.0,false
4133,0.9,Maldives,6.0,false
3303,"",Nauru,2.0,false
37810,"","",2.0,false
27371,1.0,Costa Rica,1.0,false
6903,0.75,"",2.0,true
11557,"","",1.0,true
5057,1.0,Zimbabwe,23.0,true
5057,1.0,Zimbabwe,23.0,true
33916,1.0,Svalbard & Jan Mayen Islands,3.0,false
4324,0.0,Gibraltar,2.0,false
5256,"","",1.0,false
36922,"","",2.0,false
22658,"","",1.0,false
16766,1.0,"",1.0,true
36867,1.0,Tanzania,1.0,false
46842,0.75,Portugal,13.0,true
37406,1.0,Greenland,2.0,false
12124,"",Brazil,2.0,false
44104,"",Nicaragua,1.0,false
17793,"",Gambia,1.0,false
42636,0.6,"",1.0,false
18818,1.0,"",2.0,false
18422,0.75,Kenya,1.0,false
39097,"","",1.0,false
24495,"",Reunion,2.0,true
42848,"",Micronesia,1.0,false
33112,"",Senegal,1.0,false
5054,1.0,China,4.0,true
44675,"",Monaco,1.0,true
11458,1.0,Canada,1.0,false
22721,1.0,Ecuador,109.0,false
44039,"",Faroe Islands,1.0,false
2826,0.5,Croatia,2.0,true
18563,"",Jersey,1.0,true
42777,"","",1.0,false
7023,"",United Kingdom,1.0,false
44934,1.0,Philippines,17.0,false
43758,0.8,Niue,2.0,true
48211,1.0,"",1.0,false
21314,"","",1.0,false
4322,0.97,Tonga,32.0,false
41429,"",Malta,2.0,true
34513,0.93,Ecuador,2.0,true
16113,1.0,Croatia,2.0,true
30475,0.92,Vietnam,40.0,false
19034,"",Monaco,1.0,true
7569,1.0,Ecuador,1.0,false
29392,1.0,Guinea,1.0,false
33802,0.9,Gambia,1.0,false
7466,"",Fiji,1.0,false
16113,1.0,Croatia,2.0,true
490,1.0,Bosnia and Herzegovina,6.0,false
44525,"",Niue,1.0,true
19280,"","",1.0,true
31175,"",Mauritania,1.0,false
35087,"","",1.0,false
48768,"","",2.0,true
24448,1.0,Venezuela,1.0,false
35388,1.0,Isle of Man,2.0,true
31428,"",Micronesia,3.0,false
15004,1.0,Uzbekistan,88.0,false
36886,"","",1.0,false
15004,1.0,Uzbekistan,88.0,false
30158,1.0,"",1.0,false
18020,"",Guinea,1.0,false
34680,0.75,Zimbabwe,1.0,true
26509,1.0,Russian Federation,1.0,false
41001,"","",1.0,false
17327,"",Russian Federation,2.0,false
36115,1.0,Afghanistan,3.0,false
20921,"",Bosnia and Herzegovina,1.0,false
3596,1.0,Marshall Islands,6.0,true
40761,"",Malawi,1.0,false
44843,"",Croatia,1.0,true
49825,1.0,Pakistan,7.0,true
38086,1.0,United Kingdom,2.0,false
12145,1.0,Marshall Islands,1.0,false
37659,"",Uganda,1.0,false
25881,"",China,2.0,false
48088,"",Gambia,1.0,false
1174,"","",1.0,true
10603,1.0,"",1.0,false
6138,"","",1.0,false
10310,1.0,Togo,2.0,false
21812,"","",1.0,false
19527,"",Croatia,1.0,true
25043,"","",1.0,false
46677,"",El Salvador,1.0,false
6155,1.0,Guinea,2.0,true
41938,1.0,Malta,3.0,false
34828,1.0,"",1.0,true
22716,"",Jersey,1.0,false
43550,1.0,Rwanda,16.0,true
24024,0.8,"",3.0,false
28828,1.0,Isle of Man,198.0,true
28828,1.0,Isle of Man,198.0,true
10345,1.0,"",2.0,false
17368,"","",1.0,false
6401,"",Chile,1.0,true
38737,"",Uzbekistan,2.0,true
11230,"",Guinea,2.0,true
1577,1.0,Peru,8.0,true
27334,1.0,China,16.0,false
17464,"",Philippines,8.0,true
20334,0.99,Niger,171.0,true
18746,"",Guinea,1.0,false
36424,0.63,Slovakia (Slovak Republic),12.0,false
31417,1.0,"",1.0,false
18459,1.0,Zimbabwe,100.0,false
29276,"","",1.0,true
1799,1.0,"",1.0,true
18459,1.0,Zimbabwe,100.0,false
48935,"","",1.0,false
22531,"",Cape Verde,1.0,false
18459,1.0,Zimbabwe,100.0,false
10780,"",French Guiana,1.0,false
41629,"","",1.0,true
4346,"",China,2.0,true
837,1.0,"",2.0,true
5928,"",Niue,6.0,true
31237,"",French Guiana,1.0,true
4324,0.0,Gibraltar,2.0,false
47428,"","",1.0,false
40225,1.0,Uganda,3.0,true
29459,"",Maldives,1.0,false
31707,1.0,Niger,48.0,false
29846,1.0,Maldives,7.0,false
8237,"",Guinea,1.0,false
18077,1.0,Sao Tome and Principe,139.0,false
32421,"",Uzbekistan,1.0,false
31707,1.0,Niger,48.0,false
33604,0.9,Marshall Islands,8.0,true
8179,1.0,"",1.0,false
24026,0.98,Cape Verde,69.0,true
17549,"",Jersey,1.0,false
39519,"","",2.0,true
32656,"",Kenya,5.0,false
233,1.0,Afghanistan,1.0,false
10138,"","",1.0,false
32656,"",Kenya,5.0,false
44768,"","",1.0,false
18459,1.0,Zimbabwe,100.0,false
32905,"","",1.0,false
39180,0.9,Pakistan,2.0,false
36764,"","",1.0,false
31959,"",Rwanda,4.0,false
9131,1.0,Gambia,5.0,false
37262,"",United Kingdom,2.0,false
7915,"","",1.0,false
41232,1.0,"",3.0,false
18459,1.0,Zimbabwe,100.0,false
35054,"",Finland,3.0,true
49311,"","",1.0,true
9488,"",Rwanda,1.0,true
7856,0.9,Anguilla,2.0,true
43326,"","",1.0,false
16457,"",Saint Lucia,4.0,true
11610,"",Brazil,1.0,false
13491,"",Sao Tome and Principe,2.0,true
48849,"",Denmark,1.0,false
37262,"",United Kingdom,2.0,false
9053,1.0,Gibraltar,1.0,true
40151,"",Reunion,1.0,false
39314,"",Zimbabwe,1.0,false
10410,"",Bouvet Island (Bouvetoya),1.0,false
10286,"","",2.0,false
8087,0.67,"",1.0,true
34852,"",Niue,10.0,true
28059,1.0,Estonia,1.0,false
27812,0.33,Cape Verde,1.0,false
2427,"","",1.0,false
26093,"",Nicaragua,1.0,false
36922,"","",2.0,false
14903,0.67,Venezuela,1.0,false
30708,1.0,Australia,5.0,false
32555,0.5,Anguilla,2.0,true
28385,"",Vanuatu,1.0,false
1737,1.0,Finland,3.0,false
26148,1.0,Kiribati,10.0,true
42820,1.0,Gibraltar,6.0,false
47283,"",Ghana,4.0,true
36457,1.0,Rwanda,4.0,false
21124,"",Estonia,2.0,true
19291,"",Maldives,1.0,true
30583,"","",1.0,false
29997,1.0,Kiribati,1.0,false
1724,"",Sao Tome and Principe,1.0,false
35185,1.0,Lebanon,2.0,true
262,0.97,Maldives,16.0,true
15949,1.0,Svalbard & Jan Mayen Islands,3.0,true
10239,0.63,Reunion,1.0,true
48669,1.0,Malawi,1.0,false
2434,"","",1.0,true
24991,1.0,Indonesia,14.0,false
1046,"",Gambia,1.0,false
262,0.97,Maldives,16.0,true
33677,"",Russian Federation,1.0,false
24476,"","",1.0,false
22077,1.0,Mauritania,10.0,false
262,0.97,Maldives,16.0,true
40738,"",Malta,1.0,false
39646,"",Brazil,2.0,true
23015,"",Gambia,2.0,false
1398,"","",1.0,false
24377,"",Uzbekistan,1.0,false
46550,"",China,1.0,false
262,0.97,Maldives,16.0,true
19000,"",Guinea,1.0,true
29647,1.0,Peru,1305.0,false
29846,1.0,Maldives,7.0,false
26608,"",Guinea,1.0,true
29846,1.0,Maldives,7.0,false
31202,0.9,Kiribati,107.0,false
6504,"",Guinea,1.0,false
18459,1.0,Zimbabwe,100.0,false
32088,0.8,Afghanistan,1.0,false
10450,0.7,Cape Verde,4.0,true
8957,"",Guinea,2.0,true
7054,1.0,"",1.0,false
766,1.0,Cape Verde,2.0,false
29647,1.0,Peru,1305.0,false
10711,0.93,Uganda,108.0,true
17464,"",Philippines,8.0,true
10383,"",Jersey,1.0,false
34075,"","",1.0,false
49319,"",Niue,1.0,false
6608,0.95,Russian Federation,3.0,true
12985,0.86,Chad,2.0,false
18423,"",Anguilla,1.0,false
43061,"",Russian Federation,1.0,true
1038,"",Maldives,5.0,false
32277,"",Russian Federation,2.0,true
30131,1.0,Svalbard & Jan Mayen Islands,1.0,true
48730,"",Bosnia and Herzegovina,1.0,false
8397,1.0,Faroe Islands,1.0,true
19659,"",Turkmenistan,1.0,false
26144,"",Russian Federation,1.0,true
36199,"",France,1.0,true
26148,1.0,Kiribati,10.0,true
17298,0.97,Barbados,7.0,false
30321,"","",1.0,false
7702,0.7,Russian Federation,3.0,true
2975,"",Faroe Islands,1.0,false
36670,"","",2.0,false
27143,"","",1.0,false
504,"",Denmark,1.0,false
34007,1.0,Kenya,2.0,false
11804,1.0,Gambia,1.0,false
17781,1.0,Uzbekistan,2.0,true
45496,0.4,Niue,6.0,false
20439,"","",5.0,false
1105,1.0,Uganda,1.0,false
4748,"",Niger,1.0,false
8796,1.0,Somalia,3.0,true
47361,1.0,Barbados,10.0,false
6892,1.0,"",1.0,false
17998,"","",1.0,false
7998,1.0,Jersey,1.0,false
47361,1.0,Barbados,10.0,false
42660,"",Chad,1.0,true
22226,1.0,Tunisia,1.0,false
10765,"",Monaco,3.0,false
26430,1.0,"",1.0,false
13191,"",Marshall Islands,1.0,false
18077,1.0,Sao Tome and Principe,139.0,false
14497,1.0,"",1.0,false
35673,"",Zimbabwe,1.0,false
21149,"","",1.0,true
10711,0.93,Uganda,108.0,true
47679,"",Svalbard & Jan Mayen Islands,1.0,true
13348,"",Russian Federation,1.0,false
8129,1.0,Rwanda,5.0,false
31202,0.9,Kiribati,107.0,false
