id,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id
3557,Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1585.0,36074
58661,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,false,false,4757.0,38149
75528,Mexico,Type F5,Plasma,ThetaBase Services,2.0,4,flexible,4.0,true,false,1780.0,36610
59163,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1260.0,49570
13922,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,true,false,2287.0,15279
25087,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1390.0,22023
10052,Guinea,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,true,false,2430.0,14063
31392,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1520.0,32083
62276,Niue,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1650.0,44114
44199,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,2.0,false,false,2170.0,27400
52624,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,2.0,false,false,1637.0,22428
67031,Isle of Man,Type F5,Quantum,ThetaBase Services,1.0,3,moderate,1.0,false,false,1325.0,45828
20425,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1260.0,35811
14593,Rwanda,Type V7,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1975.0,31482
51674,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1156.0,31730
37929,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,2.0,true,false,2170.0,45425
32065,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,false,false,1585.0,14365
59115,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,true,false,2638.0,48756
21444,Rwanda,Type G0,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,6070.0,22467
59527,Barbados,Type F5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,false,false,5420.0,11003
62020,Malta,Type V5,Quantum,ThetaBase Services,1.0,3,moderate,2.0,true,false,1520.0,13018
26146,Malta,Type V7,Plasma,ThetaBase Services,3.0,6,strict,5.0,false,false,2820.0,23503
47111,Malta,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,false,false,2794.0,12173
43550,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,true,false,1715.0,9284
29418,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,false,false,4120.0,25070
61498,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,true,false,4120.0,41043
58799,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1780.0,35624
13394,Uzbekistan,Type F5,Plasma,ThetaBase Services,4.0,8,flexible,3.0,true,false,1845.0,31303
30879,Costa Rica,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,2.0,false,false,1650.0,8334
25091,Isle of Man,Type F5,Quantum,ThetaBase Services,1.0,3,moderate,1.0,false,false,1390.0,45828
73912,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1260.0,48079
40207,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1325.0,16176
56782,Malta,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,false,false,2430.0,44782
76867,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,1.0,true,false,1845.0,31531
55505,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1585.0,34391
56380,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,flexible,2.0,false,false,6070.0,20165
55837,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1494.0,26123
4760,Barbados,Type V5,Plasma,ThetaBase Services,2.0,3,strict,2.0,true,false,2963.0,20334
72921,Kiribati,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,4.0,false,false,2430.0,46590
17596,Niue,Type V5,Plasma,ThetaBase Services,1.0,5,flexible,1.0,false,false,1910.0,5806
44848,Malta,Type F5,Plasma,ThetaBase Services,3.0,6,flexible,3.0,false,false,3080.0,30317
43991,Malta,Type V5,Quantum,ThetaBase Services,2.0,2,flexible,2.0,true,false,1520.0,22222
19955,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,true,false,1910.0,32879
44187,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,1793.0,21936
39613,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1390.0,34454
26554,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,false,false,2417.0,9096
61465,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1780.0,35653
7865,Guinea,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2560.0,1719
73266,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1156.0,30505
25372,Barbados,Type F5,Plasma,ThetaBase Services,2.0,6,strict,2.0,false,false,7370.0,18886
56877,Mexico,Type F5,Quantum,ThetaBase Services,1.0,4,flexible,2.0,true,false,1507.0,9019
44916,Anguilla,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1442.0,9215
42898,Gambia,Type V5,Plasma,ThetaBase Services,2.0,6,flexible,3.0,true,false,2430.0,34844
2758,Rwanda,Type V5,Plasma,ThetaBase Services,4.0,10,strict,6.0,true,false,3470.0,27079
47516,Uzbekistan,Type V5,Plasma,ThetaBase Services,3.0,6,strict,4.0,true,false,3795.0,2499
54016,Niue,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,true,false,2807.0,47274
39870,Sao Tome and Principe,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1260.0,8746
14719,Costa Rica,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1195.0,46477
62884,Micronesia,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1520.0,47665
48910,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3.0,7,strict,3.0,true,false,2495.0,44260
12209,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,true,false,1975.0,49742
15234,United Kingdom,Type V5,Plasma,ThetaBase Services,0.0,4,flexible,2.0,true,false,1611.0,20967
5921,Anguilla,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1650.0,42637
1446,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,4900.0,9222
9882,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1455.0,28295
30090,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,flexible,3.0,false,false,2170.0,41844
67704,Isle of Man,Type V5,Plasma,ThetaBase Services,1.0,5,flexible,1.0,true,false,1715.0,40694
22453,Niue,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1234.0,20497
36694,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,1.0,false,false,1845.0,3865
41626,Micronesia,Type V2,Plasma,ThetaBase Services,3.0,8,flexible,3.0,false,false,5420.0,47665
18132,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,5,strict,1.0,false,false,2040.0,37214
8769,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,true,false,1520.0,27623
75960,Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1780.0,16758
22194,Barbados,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1585.0,7557
39163,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1377.0,26512
1660,Kenya,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,true,false,1273.0,41994
33304,Niue,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,true,false,1585.0,46670
60714,Brazil,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,true,false,1715.0,11192
21664,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1442.0,44654
29526,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1325.0,23854
3734,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2040.0,11481
72736,Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,true,false,1572.0,45730
32200,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1000.0,23854
17221,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1780.0,18155
54641,Micronesia,Type O3,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1455.0,41984
58659,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1195.0,23854
37440,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,4.0,true,false,4380.0,44586
10236,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,true,false,2755.0,27056
29066,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,true,false,1247.0,30120
62325,Russian Federation,Type F5,Quantum,ThetaBase Services,0.0,3,flexible,2.0,false,false,1390.0,32341
45942,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,2820.0,48840
52849,Nicaragua,Type F5,Plasma,ThetaBase Services,3.0,14,moderate,10.0,true,false,4120.0,23227
54918,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,4.0,true,false,4497.0,44586
48973,Barbados,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,false,false,3197.0,44586
60799,Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,false,false,5433.0,19019
52745,Malta,Type G0,Plasma,ThetaBase Services,0.0,2,flexible,2.0,true,false,1715.0,10351
20388,Malta,Type G0,Plasma,ThetaBase Services,0.0,2,flexible,1.0,true,false,1715.0,10351
75643,Barbados,Type V5,Plasma,ThetaBase Services,0.0,4,flexible,3.0,true,false,2287.0,32920
38531,Nicaragua,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1468.0,6051
2827,Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1520.0,39338
15335,Nicaragua,Type V7,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,2820.0,48840
49326,Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,false,false,5290.0,19019
33729,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,2170.0,41404
30426,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,true,false,2625.0,10015
52382,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,5433.0,19019
60621,Gambia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,true,false,1845.0,3719
3599,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,true,false,1676.0,39822
26460,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1234.0,42837
51545,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,true,false,2300.0,3446
48175,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1754.0,13772
74871,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1780.0,4295
54674,Barbados,Type V5,Plasma,ThetaBase Services,1.0,3,strict,2.0,true,false,2157.0,38319
31563,Rwanda,Type F5,Plasma,ThetaBase Services,3.0,6,strict,3.0,false,false,2807.0,38319
22838,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1780.0,809
1891,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,4,flexible,3.0,false,false,1377.0,29079
47304,Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,8,strict,3.0,false,false,4315.0,31383
69431,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,false,false,3145.0,35981
19400,Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,false,false,1715.0,16758
24519,Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,false,false,1650.0,16758
31779,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1234.0,14192
17376,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1286.0,24461
18229,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,3,flexible,2.0,false,false,1442.0,29079
70275,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,2326.0,28400
41777,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,false,false,3340.0,15589
67404,Niue,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1390.0,6081
72341,Rwanda,Type F5,Plasma,ThetaBase Services,3.0,7,strict,4.0,true,false,2391.0,38270
74724,Malta,Type V5,Plasma,ThetaBase Services,3.0,7,strict,4.0,true,false,2664.0,45982
24065,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,false,false,3470.0,15589
28652,Niue,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,true,false,1637.0,40303
75644,Malta,Type V5,Plasma,ThetaBase Services,2.0,2,moderate,2.0,true,false,1624.0,45576
12710,Barbados,Type V5,Plasma,ThetaBase Services,4.0,8,strict,8.0,true,false,9905.0,19214
21671,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,false,false,2157.0,40163
9267,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1429.0,34724
13038,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,false,false,2170.0,18484
39071,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1780.0,20680
54798,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1520.0,45811
65576,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,false,false,3470.0,15589
15584,Niue,Type V5,Plasma,ThetaBase Services,0.0,3,flexible,1.0,true,false,1897.0,40303
35395,Bosnia and Herzegovina,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,1533.0,9601
48953,Estonia,Type F5,Plasma,ThetaBase Services,5.0,8,flexible,5.0,false,false,3145.0,33692
60756,Anguilla,Type V5,Plasma,ThetaBase Services,3.0,5,moderate,3.0,true,false,2807.0,15133
14954,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,false,false,2170.0,20153
59024,Estonia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,false,false,1910.0,22046
28283,Russian Federation,Type V5,Plasma,ThetaBase Services,0.0,4,flexible,2.0,false,false,2430.0,29733
2383,Rwanda,Type G0,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,3860.0,3274
37257,Sao Tome and Principe,Type G0,Plasma,ThetaBase Services,1.0,3,moderate,1.0,true,false,2365.0,13127
51261,United Kingdom,Type F5,Plasma,ThetaBase Services,4.0,6,moderate,4.0,false,false,1975.0,16726
61430,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,1.0,true,false,2820.0,35064
27834,Mexico,Type V2,Quantum,ThetaBase Services,0.0,1,strict,1.0,true,false,1195.0,22195
8920,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,false,false,2079.0,19013
61802,Barbados,Type G0,Plasma,ThetaBase Services,2.0,6,flexible,2.0,true,false,4575.0,32258
22121,Wallis and Futuna,Type F5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,3210.0,22600
69025,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1442.0,44654
58882,Barbados,Type G0,Plasma,ThetaBase Services,2.0,6,flexible,3.0,true,false,4770.0,32258
29998,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,1975.0,36564
24763,Gambia,Type V5,Plasma,ThetaBase Services,3.0,4,strict,3.0,false,false,2950.0,48133
27870,Malta,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,false,false,2560.0,16109
50678,Malta,Type V5,Plasma,ThetaBase Services,2.0,6,flexible,4.0,false,false,2430.0,19790
4694,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1364.0,22394
53504,Barbados,Type G0,Plasma,ThetaBase Services,3.0,6,strict,3.0,false,false,4757.0,32203
70946,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,3470.0,10732
69947,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,3.0,false,false,2690.0,31346
13406,Malta,Type V5,Plasma,ThetaBase Services,0.0,4,strict,1.0,true,false,2170.0,6223
20037,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1650.0,21049
26131,Malta,Type V5,Plasma,ThetaBase Services,0.0,4,strict,1.0,true,false,2105.0,6223
40502,United Kingdom,Type G0,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,3990.0,35815
55313,Barbados,Type V5,Plasma,ThetaBase Services,2.0,8,moderate,3.0,true,false,5095.0,5420
5231,Russian Federation,Type G0,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2365.0,32203
37433,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,2430.0,7656
34068,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,true,false,1650.0,24365
28128,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3.0,6,strict,4.0,true,false,2755.0,40793
39606,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,1.0,false,false,1715.0,7108
2165,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,true,false,1780.0,13700
14158,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,false,false,2807.0,32203
50245,Barbados,Type G0,Plasma,ThetaBase Services,1.0,5,flexible,1.0,true,false,4770.0,32258
46825,Barbados,Type G0,Plasma,ThetaBase Services,1.0,5,flexible,1.0,true,false,4770.0,32258
54781,Barbados,Type G0,Plasma,ThetaBase Services,1.0,5,flexible,1.0,true,false,7370.0,32258
65735,Gambia,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,true,false,1390.0,31475
39364,Barbados,Type V5,Plasma,ThetaBase Services,3.0,8,moderate,3.0,true,false,5147.0,5420
35497,Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,false,false,9489.0,19019
44268,Niue,Type Z6,Plasma,ThetaBase Services,2.0,3,moderate,2.0,true,false,1611.0,29899
74050,Niue,Type Z6,Quantum,ThetaBase Services,0.0,1,flexible,1.0,true,false,1195.0,29899
10556,Niue,Type Z6,Quantum,ThetaBase Services,0.0,2,moderate,1.0,true,false,1247.0,29899
35620,Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,3.0,6,strict,3.0,true,false,3457.0,29647
75266,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,true,false,2898.0,29647
30186,United Kingdom,Type F5,Plasma,ThetaBase Services,3.0,5,strict,4.0,true,false,4159.0,29647
68083,Niue,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,2820.0,48840
60036,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1273.0,32962
118,Anguilla,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,false,false,2040.0,4014
26709,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,4120.0,30925
355,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1377.0,4353
29944,Malta,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,true,false,2170.0,16603
37588,Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,8,strict,1.0,true,false,4770.0,27223
30787,Costa Rica,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,false,false,1715.0,10107
15331,Malta,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,true,false,2170.0,16603
70849,Uzbekistan,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,1.0,false,false,2170.0,31937
18924,Russian Federation,Type V2,Quantum,ThetaBase Services,0.0,1,flexible,1.0,false,false,1247.0,30587
43459,Uzbekistan,Type F5,Nuclear,ThetaBase Services,1.0,2,flexible,1.0,false,false,1091.0,45134
24783,Estonia,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,true,false,1845.0,6549
62120,Russian Federation,Type F5,Quantum,ThetaBase Services,0.0,4,flexible,2.0,false,false,1845.0,32341
54419,Malta,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,true,false,1715.0,49120
56660,Russian Federation,Type F5,Quantum,ThetaBase Services,0.0,2,flexible,1.0,false,false,1455.0,32341
21426,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,3.0,true,false,2157.0,9020
69316,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,1910.0,384
58563,Niue,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,false,false,1104.0,45710
50870,Russian Federation,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1715.0,32341
33475,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,true,false,1650.0,3832
17103,United Kingdom,Type F5,Plasma,ThetaBase Services,4.0,6,flexible,2.0,false,false,4120.0,7509
15222,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,true,false,2430.0,33089
45493,Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,false,false,1208.0,42292
353,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,true,false,2508.0,47131
6855,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,true,false,2625.0,14418
49383,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1715.0,41711
59148,Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,true,false,1585.0,39493
61875,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1208.0,22637
60603,Russian Federation,Type E3,Quantum,ThetaBase Services,0.0,2,flexible,2.0,false,false,1520.0,6083
25096,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,false,false,1650.0,10230
22242,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,false,false,1520.0,23549
73136,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2677.0,32203
17798,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,true,false,2820.0,38522
8455,Estonia,Type F5,Plasma,ThetaBase Services,1.0,2,moderate,2.0,false,false,1884.0,33861
53046,Russian Federation,Type U1,Quantum,ThetaBase Services,0.0,2,flexible,1.0,false,false,2157.0,38493
58079,Russian Federation,Type U1,Quantum,ThetaBase Services,0.0,2,flexible,1.0,false,false,2157.0,38493
44898,Malta,Type G0,Plasma,ThetaBase Services,0.0,2,flexible,1.0,true,false,1715.0,10351
31867,Malta,Type G0,Plasma,ThetaBase Services,0.0,2,flexible,1.0,true,false,1715.0,10351
67040,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1260.0,33158
17202,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,false,false,2170.0,11974
41168,Malta,Type V2,Plasma,ThetaBase Services,2.0,4,strict,2.0,true,false,3080.0,35015
69289,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,true,false,3210.0,34723
70596,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,false,false,1520.0,2264
2344,Anguilla,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1130.0,24742
56830,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,false,false,2105.0,48133
37582,Malta,Type V5,Plasma,ThetaBase Services,1.0,3,strict,2.0,true,false,2027.0,1929
39258,Anguilla,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,true,false,1546.0,43126
75320,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,false,false,1754.0,13743
18392,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2300.0,199
22545,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1325.0,40921
65704,Malta,Type F5,Plasma,ThetaBase Services,1.0,6,flexible,3.0,false,false,3795.0,14576
43348,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,2183.0,31779
61769,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,false,false,1650.0,19942
72903,Micronesia,Type V7,Plasma,ThetaBase Services,1.0,4,moderate,2.0,true,false,3275.0,38733
7641,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2495.0,22292
31436,Nicaragua,Type G0,Plasma,ThetaBase Services,3.0,6,strict,3.0,false,false,9957.0,32203
39716,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,4,moderate,1.0,true,false,1338.0,37418
72708,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,false,false,2430.0,33817
11714,Kenya,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1377.0,32843
74042,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,true,false,2430.0,31533
37503,Barbados,Type V5,Quantum,ThetaBase Services,2.0,4,strict,3.0,false,false,2378.0,37582
64638,Micronesia,Type V5,Plasma,ThetaBase Services,3.0,6,moderate,1.0,false,false,2794.0,31750
58290,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,4.0,true,false,4107.0,11510
65914,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,true,false,2612.0,11510
1878,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,4,strict,1.0,true,false,2612.0,11510
77050,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,true,false,2612.0,11510
21008,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,3327.0,11510
59594,Barbados,Type V5,Plasma,ThetaBase Services,0.0,3,strict,2.0,true,false,2989.0,11510
18700,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,5.0,true,false,4120.0,11510
30881,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,true,false,2885.0,11510
12747,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,5.0,true,false,4120.0,11510
